season,batter,batting_team,balls_faced,total_runs,fours,sixes,strike_rate
2007/08,Sohail Tanvir,Rajasthan Royals,28,35,3,1,125.0
2007/08,AB de Villiers,Delhi Daredevils,98,95,5,1,96.94
2007/08,CK Kapugedera,Chennai Super Kings,22,16,0,0,72.73
2009,JDP Oram,Chennai Super Kings,92,88,5,4,95.65
2009,SA Asnodkar,Rajasthan Royals,93,98,11,4,105.38
2009,BB McCullum,Kolkata Knight Riders,236,278,25,12,117.8
2009,SC Ganguly,Kolkata Knight Riders,205,183,13,5,89.27
2009,JA Morkel,Chennai Super Kings,70,97,8,4,138.57
2009,Shoaib Ahmed,Deccan Chargers,6,1,0,0,16.67
2009,R Bhatia,Delhi Daredevils,18,8,1,0,44.44
2009,DS Kulkarni,Mumbai Indians,17,9,0,0,52.94
2009,R Ashwin,Chennai Super Kings,15,8,1,0,53.33
2009,Mohammad Ashraful,Mumbai Indians,10,2,0,0,20.0
2009/10,MK Tiwary,Kolkata Knight Riders,185,236,23,5,127.57
2009/10,AD Mathews,Kolkata Knight Riders,183,232,18,8,126.78
2009/10,AC Gilchrist,Deccan Chargers,185,289,31,16,156.22
2009/10,HH Gibbs,Deccan Chargers,234,267,26,9,114.1
2009/10,A Symonds,Deccan Chargers,340,429,35,18,126.18
2009/10,ST Jayasuriya,Mumbai Indians,31,33,4,1,106.45
2009/10,NV Ojha,Rajasthan Royals,283,376,42,15,132.86
2009/10,YK Pathan,Rajasthan Royals,200,332,22,24,166.0
2009/10,S Sreesanth,Kings XI Punjab,21,27,5,0,128.57
2009/10,MS Dhoni,Chennai Super Kings,210,287,26,8,136.67
2009/10,MJ Lumb,Rajasthan Royals,189,278,45,6,147.09
2009/10,RP Singh,Deccan Chargers,19,9,0,0,47.37
2009/10,SJ Srivastava,Kings XI Punjab,2,1,0,0,50.0
2011,I Sharma,Deccan Chargers,5,4,0,0,80.0
2011,R Dravid,Rajasthan Royals,312,343,45,2,109.94
2011,V Sehwag,Delhi Daredevils,239,424,51,18,177.41
2011,R McLaren,Kings XI Punjab,96,90,7,1,93.75
2011,JJ van der Wath,Royal Challengers Bangalore,16,18,1,1,112.5
2011,JR Hopes,Delhi Daredevils,157,196,22,3,124.84
2011,FY Fazal,Rajasthan Royals,19,19,3,0,100.0
2011,SK Warne,Rajasthan Royals,20,10,1,0,50.0
2011,SK Trivedi,Rajasthan Royals,2,0,0,0,0.0
2011,M Kartik,Pune Warriors,14,11,1,0,78.57
2011,RR Powar,Kochi Tuskers Kerala,13,11,0,0,84.62
2011,SL Malinga,Mumbai Indians,9,8,0,1,88.89
2011,S Nadeem,Delhi Daredevils,1,0,0,0,0.0
2011,SC Ganguly,Pune Warriors,58,50,3,2,86.21
2012,DB Das,Kolkata Knight Riders,92,126,9,6,136.96
2012,RV Uthappa,Pune Warriors,342,404,38,10,118.13
2012,V Kohli,Royal Challengers Bangalore,325,364,33,10,112.0
2012,DPMD Jayawardene,Delhi Daredevils,298,335,39,3,112.42
2012,M Manhas,Pune Warriors,96,120,10,4,125.0
2012,TM Dilshan,Royal Challengers Bangalore,259,277,31,5,106.95
2012,HH Gibbs,Mumbai Indians,88,81,8,2,92.05
2013,MC Juneja,Delhi Daredevils,128,125,11,1,97.66
2013,MK Tiwary,Kolkata Knight Riders,140,146,12,1,104.29
2013,SK Raina,Chennai Super Kings,364,546,50,18,150.0
2013,KV Sharma,Sunrisers Hyderabad,86,85,6,2,98.84
2013,S Anirudha,Chennai Super Kings,2,0,0,0,0.0
2013,SW Tait,Rajasthan Royals,3,1,0,0,33.33
2013,SK Trivedi,Rajasthan Royals,7,3,0,0,42.86
2013,AG Murtaza,Pune Warriors,4,5,1,0,125.0
2013,A Mukund,Royal Challengers Bangalore,21,19,1,0,90.48
2013,AP Tare,Mumbai Indians,84,123,14,5,146.43
2014,MK Tiwary,Delhi Daredevils,118,152,14,4,128.81
2014,MS Dhoni,Chennai Super Kings,247,371,22,20,150.2
2014,S Dhawan,Sunrisers Hyderabad,317,373,48,7,117.67
2014,S Nadeem,Delhi Daredevils,19,7,0,0,36.84
2014,RR Rossouw,Royal Challengers Bangalore,41,39,2,2,95.12
2014,LMP Simmons,Mumbai Indians,290,394,43,14,135.86
2015,AP Tare,Mumbai Indians,17,14,1,0,82.35
2015,AT Rayudu,Mumbai Indians,192,281,18,16,146.35
2015,DJ Bravo,Chennai Super Kings,148,195,22,5,131.76
2015,AM Rahane,Rajasthan Royals,412,540,53,13,131.07
2015,JP Faulkner,Rajasthan Royals,108,143,12,5,132.41
2015,TG Southee,Rajasthan Royals,9,13,1,0,144.44
2015,Harbhajan Singh,Mumbai Indians,72,116,9,9,161.11
2015,SR Watson,Rajasthan Royals,257,343,36,14,133.46
2015,MK Tiwary,Delhi Daredevils,56,57,8,1,101.79
2015,J Botha,Kolkata Knight Riders,15,31,5,1,206.67
2015,Azhar Mahmood,Kolkata Knight Riders,7,6,1,0,85.71
2016,MJ McClenaghan,Mumbai Indians,23,34,2,3,147.83
2016,SV Samson,Delhi Daredevils,258,291,20,8,112.79
2016,G Gambhir,Kolkata Knight Riders,411,501,54,6,121.9
2023,BA Stokes,Chennai Super Kings,14,15,2,0,107.14
2023,HH Pandya,Gujarat Titans,251,341,25,15,135.86
2023,N Rana,Kolkata Knight Riders,291,409,38,20,140.55
2023,AD Russell,Kolkata Knight Riders,155,226,13,18,145.81
2023,Abdul Samad,Sunrisers Hyderabad,125,164,9,11,131.2
2023,F du Plessis,Royal Challengers Bangalore,472,728,60,36,154.24
2016,SE Marsh,Kings XI Punjab,134,159,13,4,118.66
2016,JP Faulkner,Gujarat Lions,58,77,7,0,132.76
2017,BA Stokes,Rising Pune Supergiant,221,316,22,15,142.99
2017,GJ Maxwell,Kings XI Punjab,178,306,19,26,171.91
2017,RR Pant,Delhi Daredevils,220,365,28,24,165.91
2017,P Kumar,Gujarat Lions,9,8,0,0,88.89
2017,B Kumar,Sunrisers Hyderabad,4,4,0,0,100.0
2017,LH Ferguson,Rising Pune Supergiant,1,1,0,0,100.0
2017,Sandeep Sharma,Kings XI Punjab,5,6,0,0,120.0
2017,Mohammed Shami,Delhi Daredevils,24,36,4,2,150.0
2018,SR Watson,Chennai Super Kings,358,555,44,35,155.03
2018,DJ Bravo,Chennai Super Kings,90,135,8,9,150.0
2018,S Gopal,Rajasthan Royals,45,50,5,0,111.11
2018,Mohammed Siraj,Royal Challengers Bangalore,22,25,2,1,113.64
2018,LE Plunkett,Delhi Daredevils,3,1,0,0,33.33
2018,Mustafizur Rahman,Mumbai Indians,3,1,0,0,33.33
2018,JPR Scantlebury-Searles,Kolkata Knight Riders,6,8,0,1,133.33
2019,KM Jadhav,Chennai Super Kings,166,159,19,3,95.78
2019,RA Jadeja,Chennai Super Kings,87,105,7,4,120.69
2019,RR Pant,Delhi Capitals,302,489,36,27,161.92
2019,HH Pandya,Mumbai Indians,211,407,28,30,192.89
2019,B Kumar,Sunrisers Hyderabad,19,12,1,0,63.16
2019,KK Ahmed,Sunrisers Hyderabad,1,0,0,0,0.0
2019,Y Prithvi Raj,Kolkata Knight Riders,1,0,0,0,0.0
2019,BB Sran,Mumbai Indians,3,3,0,0,100.0
2019,AJ Tye,Kings XI Punjab,2,0,0,0,0.0
2020/21,SA Yadav,Mumbai Indians,330,480,61,11,145.45
2020/21,MP Stoinis,Delhi Capitals,235,351,31,16,149.36
2020/21,KK Nair,Kings XI Punjab,14,16,2,0,114.29
2020/21,AJ Finch,Royal Challengers Bangalore,239,262,28,7,109.62
2020/21,Sandeep Sharma,Sunrisers Hyderabad,15,12,1,0,80.0
2020/21,Kuldeep Yadav,Kolkata Knight Riders,21,13,1,0,61.9
2021,CR Woakes,Delhi Capitals,11,15,2,0,136.36
2021,KS Bharat,Royal Challengers Bangalore,154,190,10,8,123.38
2021,SS Iyer,Delhi Capitals,171,175,7,5,102.34
2021,GHS Garton,Royal Challengers Bangalore,4,2,0,0,50.0
2022,RG Sharma,Mumbai Indians,222,264,27,13,118.92
2022,R Tewatia,Gujarat Titans,147,217,22,9,147.62
2022,Navdeep Saini,Rajasthan Royals,2,2,0,0,100.0
2022,JO Holder,Lucknow Super Giants,44,58,2,6,131.82
2022,AJ Finch,Kolkata Knight Riders,61,86,10,3,140.98
2022,DJ Mitchell,Rajasthan Royals,44,33,1,0,75.0
2022,K Kartikeya,Mumbai Indians,5,3,0,0,60.0
2022,R Sanjay Yadav,Mumbai Indians,2,0,0,0,0.0
2023,HV Patel,Royal Challengers Bangalore,6,6,0,1,100.0
2023,M Markande,Sunrisers Hyderabad,13,21,2,1,161.54
2023,PD Salt,Delhi Capitals,133,218,24,10,163.91
2023,Abdul Basith,Rajasthan Royals,1,1,0,0,100.0
2023,Arshdeep Singh,Punjab Kings,2,2,0,0,100.0
2023,A Mishra,Lucknow Super Giants,30,19,2,0,63.33
2023,DL Chahar,Chennai Super Kings,2,1,0,0,50.0
2023,Vishnu Vinod,Mumbai Indians,30,36,2,2,120.0
2023,PN Mankad,Lucknow Super Giants,71,93,12,2,130.99
2023,KM Asif,Rajasthan Royals,2,0,0,0,0.0
2024,JC Buttler,Rajasthan Royals,254,359,36,12,141.34
2024,KD Karthik,Royal Challengers Bengaluru,173,322,26,22,186.13
2024,RK Singh,Kolkata Knight Riders,111,167,13,8,150.45
2024,Abhishek Sharma,Sunrisers Hyderabad,235,478,36,41,203.4
2024,Abdul Samad,Sunrisers Hyderabad,108,182,15,11,168.52
2024,PP Chawla,Mumbai Indians,15,15,1,1,100.0
2024,JJ Bumrah,Mumbai Indians,12,12,1,0,100.0
2024,SB Dubey,Rajasthan Royals,19,33,3,2,173.68
2025,Q de Kock,Kolkata Knight Riders,116,152,9,11,131.03
2025,VR Iyer,Kolkata Knight Riders,102,142,15,4,139.22
2025,V Kohli,Royal Challengers Bengaluru,454,657,66,19,144.71
2025,Ravi Bishnoi,Lucknow Super Giants,16,13,0,2,81.25
2025,R Tewatia,Gujarat Titans,59,99,6,7,167.8
2024,Lalit Yadav,Delhi Capitals,12,10,1,0,83.33
2024,RA Tripathi,Sunrisers Hyderabad,113,155,17,5,137.17
2024,B Kumar,Sunrisers Hyderabad,29,23,3,0,79.31
2024,Azmatullah Omarzai,Gujarat Titans,33,42,2,2,127.27
2024,R Sai Kishore,Gujarat Titans,6,13,0,2,216.67
2024,SN Thakur,Chennai Super Kings,17,21,2,1,123.53
2024,N Rana,Kolkata Knight Riders,34,42,5,1,123.53
2025,JG Bethell,Royal Challengers Bengaluru,39,67,9,3,171.79
2007/08,T Kohli,Rajasthan Royals,15,10,0,1,66.67
2007/08,M Kaif,Rajasthan Royals,170,176,14,6,103.53
2007/08,RR Sarwan,Kings XI Punjab,75,73,6,1,97.33
2007/08,MK Tiwary,Delhi Daredevils,85,104,16,0,122.35
2007/08,S Anirudha,Chennai Super Kings,7,1,0,0,14.29
2007/08,TM Dilshan,Delhi Daredevils,78,102,14,3,130.77
2007/08,SD Chitnis,Mumbai Indians,9,12,1,0,133.33
2009,V Kohli,Royal Challengers Bangalore,219,246,22,8,112.33
2009,T Henderson,Rajasthan Royals,15,11,0,1,73.33
2009,A Chopra,Kolkata Knight Riders,19,11,2,0,57.89
2009,HH Gibbs,Deccan Chargers,330,371,32,12,112.42
2009,VVS Laxman,Deccan Chargers,33,19,1,1,57.58
2009,SB Styris,Deccan Chargers,8,14,0,1,175.0
2009,MN van Wyk,Kolkata Knight Riders,131,163,18,1,124.43
2009,KP Appanna,Royal Challengers Bangalore,1,0,0,0,0.0
2009,SD Chitnis,Rajasthan Royals,8,6,1,0,75.0
2009,YV Takawale,Mumbai Indians,22,18,2,0,81.82
2009,MF Maharoof,Delhi Daredevils,21,21,0,0,100.0
2009/10,VVS Laxman,Deccan Chargers,60,64,7,1,106.67
2009/10,M Kaif,Kings XI Punjab,30,28,2,0,93.33
2009/10,G Gambhir,Delhi Daredevils,217,277,32,2,127.65
2009/10,PJ Sangwan,Delhi Daredevils,14,10,0,0,71.43
2009/10,DR Martyn,Rajasthan Royals,24,19,1,0,79.17
2009/10,PA Patel,Chennai Super Kings,79,72,6,2,91.14
2009/10,AC Voges,Rajasthan Royals,143,181,15,3,126.57
2009/10,Z Khan,Mumbai Indians,13,24,3,1,184.62
2009/10,UT Yadav,Delhi Daredevils,4,3,0,0,75.0
2009/10,CH Gayle,Kolkata Knight Riders,183,290,30,16,158.47
2009/10,DW Steyn,Royal Challengers Bangalore,17,13,2,0,76.47
2009/10,DJ Hussey,Kolkata Knight Riders,85,94,5,5,110.59
2009/10,B Lee,Kings XI Punjab,9,11,1,0,122.22
2009/10,AA Bilakhia,Deccan Chargers,4,2,0,0,50.0
2009/10,CRD Fernando,Mumbai Indians,2,2,0,0,100.0
2011,SB Styris,Chennai Super Kings,2,5,1,0,250.0
2011,MK Tiwary,Kolkata Knight Riders,322,354,25,14,109.94
2011,B Chipli,Deccan Chargers,170,207,21,4,121.76
2011,JP Duminy,Deccan Chargers,173,204,9,8,117.92
2011,LRPL Taylor,Rajasthan Royals,150,180,11,7,120.0
2011,SS Tiwary,Royal Challengers Bangalore,186,187,13,5,100.54
2011,IK Pathan,Delhi Daredevils,137,150,12,6,109.49
2011,Shakib Al Hasan,Kolkata Knight Riders,22,29,4,0,131.82
2011,NL McCullum,Pune Warriors,22,26,0,1,118.18
2011,J Syed Mohammad,Royal Challengers Bangalore,12,15,2,0,125.0
2011,M Klinger,Kochi Tuskers Kerala,75,72,9,0,96.0
2012,MK Tiwary,Kolkata Knight Riders,246,260,21,3,105.69
2012,R Bhatia,Kolkata Knight Riders,28,35,4,0,125.0
2012,SA Yadav,Mumbai Indians,4,0,0,0,0.0
2012,Mandeep Singh,Kings XI Punjab,341,431,53,7,126.39
2012,SP Goswami,Rajasthan Royals,67,69,4,1,102.99
2012,SP Narine,Kolkata Knight Riders,7,9,2,0,128.57
2012,TL Suman,Mumbai Indians,19,15,1,1,78.95
2012,P Dogra,Kings XI Punjab,24,15,0,0,62.5
2012,RP Singh,Mumbai Indians,12,6,0,0,50.0
2012,WP Saha,Chennai Super Kings,14,6,0,0,42.86
2012,A Ashish Reddy,Deccan Chargers,29,35,3,1,120.69
2012,MD Mishra,Pune Warriors,4,4,1,0,100.0
2013,UBT Chand,Delhi Daredevils,157,158,17,4,100.64
2013,G Gambhir,Kolkata Knight Riders,342,406,51,5,118.71
2013,JH Kallis,Kolkata Knight Riders,322,311,35,3,96.58
2013,MA Agarwal,Royal Challengers Bangalore,62,67,6,3,108.06
2013,KB Arun Karthik,Royal Challengers Bangalore,38,41,3,1,107.89
2013,MR Marsh,Pune Warriors,106,140,6,10,132.08
2013,B Kumar,Pune Warriors,71,52,3,1,73.24
2013,MDKJ Perera,Rajasthan Royals,13,14,3,0,107.69
2013,S Sreesanth,Rajasthan Royals,4,1,0,0,25.0
2013,KM Jadhav,Delhi Daredevils,123,148,7,5,120.33
2013,V Sehwag,Delhi Daredevils,229,294,41,6,128.38
2013,IC Pandey,Pune Warriors,2,0,0,0,0.0
2013,X Thalaivan Sargunam,Sunrisers Hyderabad,17,10,0,0,58.82
2013,GJ Maxwell,Mumbai Indians,27,36,1,4,133.33
2014,STR Binny,Rajasthan Royals,121,123,4,5,101.65
2014,JP Faulkner,Rajasthan Royals,93,180,8,16,193.55
2014,TG Southee,Rajasthan Royals,4,4,1,0,100.0
2015,CJ Anderson,Mumbai Indians,96,114,11,6,118.75
2015,SK Raina,Chennai Super Kings,303,374,31,16,123.43
2015,JP Duminy,Delhi Daredevils,315,414,27,20,131.43
2015,A Mishra,Delhi Daredevils,12,8,0,0,66.67
2015,Imran Tahir,Delhi Daredevils,6,5,0,0,83.33
2015,AR Patel,Kings XI Punjab,174,206,13,8,118.39
2015,RS Bopara,Sunrisers Hyderabad,120,145,6,6,120.83
2015,HH Pandya,Mumbai Indians,60,110,9,8,183.33
2015,DW Steyn,Sunrisers Hyderabad,13,20,3,0,153.85
2015,Sandeep Sharma,Kings XI Punjab,14,9,1,0,64.29
2015,NJ Maddinson,Royal Challengers Bangalore,7,4,1,0,57.14
2023,B Sai Sudharsan,Gujarat Titans,253,355,33,11,140.32
2023,V Shankar,Gujarat Titans,187,297,26,15,158.82
2023,Kuldeep Yadav,Delhi Capitals,48,31,2,0,64.58
2023,Arshad Khan,Mumbai Indians,15,18,0,1,120.0
2016,SK Raina,Gujarat Lions,312,399,39,10,127.88
2016,CH Gayle,Royal Challengers Bangalore,150,227,17,21,151.33
2016,SR Watson,Royal Challengers Bangalore,134,179,14,12,133.58
2016,SPD Smith,Rising Pune Supergiants,175,270,27,8,154.29
2016,MM Sharma,Kings XI Punjab,26,32,3,1,123.08
2016,P Sahu,Kings XI Punjab,13,19,1,1,146.15
2016,Parvez Rasool,Royal Challengers Bangalore,9,10,1,0,111.11
2016,BCJ Cutting,Sunrisers Hyderabad,34,65,4,6,191.18
2016,Imran Tahir,Delhi Daredevils,7,5,1,0,71.43
2017,Iqbal Abdulla,Royal Challengers Bangalore,7,5,0,0,71.43
2017,SA Yadav,Kolkata Knight Riders,88,105,8,3,119.32
2017,V Shankar,Sunrisers Hyderabad,75,101,12,1,134.67
2018,N Rana,Kolkata Knight Riders,232,304,26,14,131.03
2018,RK Singh,Kolkata Knight Riders,31,29,4,0,93.55
2018,RA Tripathi,Rajasthan Royals,166,225,18,8,135.54
2018,JJ Bumrah,Mumbai Indians,10,10,1,0,100.0
2018,M Markande,Mumbai Indians,24,21,2,0,87.5
2018,CJ Anderson,Royal Challengers Bangalore,22,17,0,1,77.27
2018,JC Archer,Rajasthan Royals,19,14,2,0,73.68
2018,MM Ali,Royal Challengers Bangalore,46,77,4,6,167.39
2019,V Kohli,Royal Challengers Bangalore,327,464,46,13,141.9
2019,MM Ali,Royal Challengers Bangalore,133,220,16,17,165.41
2019,Yuvraj Singh,Mumbai Indians,75,98,7,6,130.67
2019,JJ Bumrah,Mumbai Indians,1,0,0,0,0.0
2019,GC Viljoen,Kings XI Punjab,7,3,0,0,42.86
2019,Mohammed Shami,Kings XI Punjab,2,1,0,0,50.0
2019,Mohammad Nabi,Sunrisers Hyderabad,77,115,8,7,149.35
2019,AD Nath,Royal Challengers Bangalore,57,61,5,2,107.02
2019,M Prasidh Krishna,Kolkata Knight Riders,2,0,0,0,0.0
2019,VR Aaron,Rajasthan Royals,7,3,0,0,42.86
2020/21,CJ Jordan,Kings XI Punjab,31,29,2,0,93.55
2020/21,B Kumar,Sunrisers Hyderabad,2,0,0,0,0.0
2020/21,T Natarajan,Sunrisers Hyderabad,5,3,0,0,60.0
2020/21,TK Curran,Rajasthan Royals,62,83,5,3,133.87
2020/21,EJG Morgan,Kolkata Knight Riders,303,419,32,24,138.28
2020/21,Shivam Mavi,Kolkata Knight Riders,14,10,1,0,71.43
2020/21,Ravi Bishnoi,Kings XI Punjab,12,7,1,0,58.33
2021,Ishan Kishan,Mumbai Indians,177,238,21,10,134.46
2021,RD Gaikwad,Chennai Super Kings,462,632,64,23,136.8
2021,SK Raina,Chennai Super Kings,127,160,13,9,125.98
2021,KD Karthik,Kolkata Knight Riders,170,223,22,7,131.18
2021,MK Pandey,Sunrisers Hyderabad,235,286,21,9,121.7
2021,Mohammed Shami,Punjab Kings,17,13,0,0,76.47
2021,YS Chahal,Royal Challengers Bangalore,27,10,0,0,37.04
2021,DR Sams,Royal Challengers Bangalore,6,6,0,0,100.0
2021,VR Iyer,Kolkata Knight Riders,288,370,37,14,128.47
2021,Kartik Tyagi,Rajasthan Royals,4,2,0,0,50.0
2021,AK Markram,Punjab Kings,119,146,12,4,122.69
2021,TG Southee,Kolkata Knight Riders,5,3,0,0,60.0
2021,TL Seifert,Kolkata Knight Riders,4,2,0,0,50.0
2021,GD Phillips,Rajasthan Royals,32,26,1,2,81.25
2022,SW Billings,Kolkata Knight Riders,137,163,9,9,118.98
2022,KA Pollard,Mumbai Indians,133,144,6,9,108.27
2022,TL Seifert,Delhi Capitals,19,24,4,0,126.32
2022,SN Thakur,Delhi Capitals,87,120,7,7,137.93
2022,D Padikkal,Rajasthan Royals,305,375,41,14,122.95
2022,N Pooran,Sunrisers Hyderabad,212,306,16,21,144.34
2022,AD Russell,Kolkata Knight Riders,189,330,17,32,174.6
2022,MR Marsh,Delhi Capitals,189,251,19,14,132.8
2022,KK Nair,Rajasthan Royals,18,16,1,0,88.89
2022,J Suchith,Sunrisers Hyderabad,8,2,0,0,25.0
2023,Dhruv Jurel,Rajasthan Royals,88,152,11,9,172.73
2023,DJ Willey,Royal Challengers Bangalore,32,35,4,0,109.38
2023,AK Markram,Sunrisers Hyderabad,197,248,18,8,125.89
2023,NT Ellis,Punjab Kings,7,1,0,0,14.29
2023,TA Boult,Rajasthan Royals,14,16,1,1,114.29
2023,PWH de Silva,Royal Challengers Bangalore,28,33,3,0,117.86
2023,M Jansen,Sunrisers Hyderabad,43,39,4,0,90.7
2024,RR Pant,Delhi Capitals,287,446,36,25,155.4
2024,T Stubbs,Delhi Capitals,196,372,24,25,189.8
2024,Ravi Bishnoi,Lucknow Super Giants,6,4,0,0,66.67
2024,Shahbaz Ahmed,Sunrisers Hyderabad,166,215,7,13,129.52
2024,RG Sharma,Mumbai Indians,276,417,45,23,151.09
2024,MA Starc,Kolkata Knight Riders,11,9,1,0,81.82
2025,Harshit Rana,Kolkata Knight Riders,52,57,5,3,109.62
2025,YBK Jaiswal,Rajasthan Royals,350,559,60,28,159.71
2025,Dhruv Jurel,Rajasthan Royals,213,333,22,22,156.34
2025,SA Yadav,Mumbai Indians,427,717,69,38,167.92
2025,RA Jadeja,Chennai Super Kings,222,301,25,10,135.59
2025,V Nigam,Delhi Capitals,78,142,16,8,182.05
2025,Azmatullah Omarzai,Punjab Kings,41,57,6,3,139.02
2025,B Sai Sudharsan,Gujarat Titans,486,759,88,21,156.17
2024,Nithish Kumar Reddy,Sunrisers Hyderabad,212,303,15,21,142.92
2024,DJ Hooda,Lucknow Super Giants,105,145,16,3,138.1
2024,Harpreet Singh,Punjab Kings,34,27,2,0,79.41
2024,MM Ali,Chennai Super Kings,98,128,7,8,130.61
2024,Kuldeep Yadav,Delhi Capitals,41,47,6,1,114.63
2024,SS Prabhudessai,Royal Challengers Bengaluru,18,24,3,0,133.33
2024,L Wood,Mumbai Indians,3,9,0,1,300.0
2024,MJ Suthar,Gujarat Titans,2,1,0,0,50.0
2024,T Kohler-Cadmore,Rajasthan Royals,54,48,7,1,88.89
2025,Arshad Khan,Gujarat Titans,19,23,0,3,121.05
2025,K Kartikeya,Rajasthan Royals,5,3,0,0,60.0
2025,SK Rasheed,Chennai Super Kings,63,71,9,2,112.7
2025,AS Roy,Kolkata Knight Riders,1,0,0,0,0.0
2025,M Tiwari,Delhi Capitals,4,3,0,0,75.0
2025,Harpreet Brar,Punjab Kings,13,11,0,1,84.62
2025,JM Bairstow,Mumbai Indians,46,85,7,5,184.78
2007/08,DJ Hussey,Kolkata Knight Riders,258,318,19,17,123.26
2007/08,JH Kallis,Royal Challengers Bangalore,183,199,23,4,108.74
2007/08,M Rawat,Rajasthan Royals,39,34,3,1,87.18
2007/08,VVS Laxman,Deccan Chargers,132,155,22,1,117.42
2007/08,RG Sharma,Deccan Chargers,270,399,37,19,147.78
2007/08,DPMD Jayawardene,Kings XI Punjab,131,179,15,7,136.64
2007/08,WA Mota,Kings XI Punjab,27,26,2,0,96.3
2007/08,MA Khote,Mumbai Indians,22,24,2,1,109.09
2007/08,SS Tiwary,Mumbai Indians,20,26,3,1,130.0
2007/08,KD Karthik,Delhi Daredevils,107,145,13,4,135.51
2007/08,Umar Gul,Kolkata Knight Riders,19,39,1,5,205.26
2007/08,AB Dinda,Kolkata Knight Riders,4,2,0,0,50.0
2007/08,DR Smith,Mumbai Indians,40,45,5,1,112.5
2009,Harbhajan Singh,Mumbai Indians,53,84,6,5,158.49
2009,Z Khan,Mumbai Indians,11,8,0,0,72.73
2009,S Badrinath,Chennai Super Kings,164,177,20,4,107.93
2009,T Thushara,Chennai Super Kings,7,2,0,0,28.57
2009,RV Uthappa,Royal Challengers Bangalore,170,175,18,3,102.94
2009,PP Chawla,Kings XI Punjab,36,31,3,0,86.11
2009,DB Ravi Teja,Deccan Chargers,70,65,7,0,92.86
2009,TL Suman,Deccan Chargers,190,237,18,8,124.74
2009,A Singh,Rajasthan Royals,3,1,0,0,33.33
2009/10,R McLaren,Mumbai Indians,69,66,7,0,95.65
2009/10,RE van der Merwe,Royal Challengers Bangalore,2,1,0,0,50.0
2009/10,M Kartik,Kolkata Knight Riders,22,22,2,0,100.0
2009/10,SW Tait,Rajasthan Royals,13,12,0,1,92.31
2009/10,LRPL Taylor,Royal Challengers Bangalore,75,88,2,6,117.33
2009/10,AG Paunikar,Rajasthan Royals,1,0,0,0,0.0
2011,BJ Hodge,Kochi Tuskers Kerala,234,285,26,9,121.79
2011,AB de Villiers,Royal Challengers Bangalore,242,306,21,13,126.45
2011,M Morkel,Delhi Daredevils,24,36,2,2,150.0
2011,PP Chawla,Kings XI Punjab,55,48,2,2,87.27
2011,S Sreesanth,Kochi Tuskers Kerala,9,1,0,0,11.11
2011,S Sohal,Deccan Chargers,190,249,25,10,131.05
2011,S Aravind,Royal Challengers Bangalore,8,13,2,0,162.5
2011,MS Gony,Deccan Chargers,2,0,0,0,0.0
2011,AB Agarkar,Delhi Daredevils,5,6,1,0,120.0
2011,AN Ahmed,Mumbai Indians,13,18,1,1,138.46
2012,MK Pandey,Pune Warriors,110,138,11,6,125.45
2012,KA Pollard,Mumbai Indians,158,220,15,14,139.24
2012,JP Faulkner,Kings XI Punjab,13,14,0,0,107.69
2012,PA Patel,Deccan Chargers,164,193,19,4,117.68
2012,B Chipli,Deccan Chargers,35,37,3,2,105.71
2012,Ankit Sharma,Deccan Chargers,13,18,0,2,138.46
2012,DH Yagnik,Rajasthan Royals,13,25,5,0,192.31
2012,Azhar Mahmood,Kings XI Punjab,142,186,16,8,130.99
2013,S Nadeem,Delhi Daredevils,27,14,1,0,51.85
2013,CL White,Sunrisers Hyderabad,196,226,18,9,115.31
2013,DB Ravi Teja,Sunrisers Hyderabad,17,14,0,0,82.35
2013,S Badrinath,Chennai Super Kings,120,124,11,0,103.33
2013,M Kartik,Royal Challengers Bangalore,3,2,0,0,66.67
2013,B Lee,Kolkata Knight Riders,12,21,1,2,175.0
2013,PJ Sangwan,Kolkata Knight Riders,2,4,1,0,200.0
2013,AB Agarkar,Delhi Daredevils,16,12,0,0,75.0
2013,PC Valthaty,Kings XI Punjab,17,6,0,0,35.29
2013,AD Mascarenhas,Kings XI Punjab,5,5,0,0,100.0
2013,SE Marsh,Kings XI Punjab,249,300,39,4,120.48
2013,Iqbal Abdulla,Kolkata Knight Riders,14,8,0,0,57.14
2013,Sandeep Sharma,Kings XI Punjab,1,0,0,0,0.0
2013,PV Tambe,Rajasthan Royals,6,3,0,0,50.0
2014,Shakib Al Hasan,Kolkata Knight Riders,153,228,22,7,149.02
2014,MEK Hussey,Mumbai Indians,182,209,17,7,114.84
2014,V Kohli,Royal Challengers Bangalore,294,359,23,16,122.11
2014,SK Raina,Chennai Super Kings,357,519,50,19,145.38
2014,CA Pujara,Kings XI Punjab,123,125,17,0,101.63
2014,JDS Neesham,Delhi Daredevils,46,42,3,1,91.3
2014,VR Aaron,Royal Challengers Bangalore,33,34,2,1,103.03
2014,BCJ Cutting,Rajasthan Royals,6,8,0,1,133.33
2015,M Vijay,Kings XI Punjab,228,251,27,8,110.09
2015,Shakib Al Hasan,Kolkata Knight Riders,27,36,5,0,133.33
2015,J Suchith,Mumbai Indians,32,48,4,2,150.0
2015,D Wiese,Royal Challengers Bangalore,85,121,12,4,142.35
2015,MC Henriques,Sunrisers Hyderabad,210,283,18,13,134.76
